"UniqueId","FullName","University","JoinYear","SubField","Bachelors","Doctorate"
"5607","Huajie Shao","College of William & Mary","2021","Machine Learning & Data Mining","Jiangnan University","University of Illinois at Urbana-Champaign"
"5608","Yifan Sun","College of William & Mary","2020","Computer Architecture","Huazhong University of Science and Technology","Northeastern University"
"5609","Oscar Chaparro","College of William & Mary","2019","Software Engineering","Universidad Nacional de Columbia","University of Texas at Dallas"
"5611","Kuldeep Meel","University of California, Berkeley","2017","Artificial Intelligence","Indian Institute of Technology Bombay","Rice University"
"5614","Beidi Chen","Carnegie Mellon University","2023","High-Performance Computing","University of California, Berkeley","Rice University"
"5615","Ben Fisch","Yale University","2022","Computer Security","University of Pennsylvania","Stanford University"
"5616","Daniel Rakita","Yale University","2022","Robotics","Indiana University Bloomington","University of Wisconsin-Madison"
"5617","Katerina Sotiraki","Yale University","2022","Cryptography","National Technical University of Athens","Massachusetts Institute of Technology"
"5618","Rex (Zhitao) Ying","Yale University","2022","Algorithms & Complexity","Duke University","Stanford University"
"5619","Manolis Zampetakis","Yale University","2022","Algorithms & Complexity","National Technical University of Athens","Massachusetts Institute of Technology"
"5620","Fan Zhang","Yale University","2022","Computer Security","Tsinghua University","Cornell University"
"5621","Yongshan Ding","Yale University","2021","Computer Architecture","Carnegie Mellon University","University of Chicago"
"5622","Andre Wibisono","Yale University","2021","Machine Learning & Data Mining","Massachusetts Institute of Technology","University of California, Berkeley"
"5623","Christopher J. MacLellan","Georgia Institute of Technology","2022","Human-Computer Interaction","University of Wyoming","Carnegie Mellon University"
"5624","Alexander Travis Adams","Georgia Institute of Technology","2023","Mobile Computing","University of North Carolina at Charlotte","Cornell University"
"5625","Heechul Yun","University of Kansas","2013","Embedded & Real-Time Systems","KAIST","University of Illinois at Urbana-Champaign"
"5626","Lin Ma","University of Michigan","2023","Databases","Peking University","Carnegie Mellon University"
"5628","Dani Yogatama","University of Southern California","2022","Natural Language Processing","Institut Teknologi Bandung","Carnegie Mellon University"
"5629","Daehyeok Kim","University of Texas at Austin","2023","Computer Networks","Pohang University of Science and Technology","Carnegie Mellon University"
"5630","Mohammad Alian","University of Kansas","2020","Computer Architecture","University of Tehran","University of Illinois at Urbana-Champaign"
"5631","Shravan Narayan","University of Texas at Austin","2023","Programming Languages","McGill University","University of California, San Diego"
"5632","Kevin Tian","University of Texas at Austin","2023","Algorithms & Complexity","Massachusetts Institute of Technology","Stanford University"
"5634","Aishwarya Ganesan","University of Illinois at Urbana-Champaign","2022","Operating Systems","Coimbatore Institute of Technology","University of Wisconsin-Madison"
"5635","Ramnatthan Alagappan","University of Illinois at Urbana-Champaign","2022","Operating Systems","Anna University","University of Wisconsin-Madison"
"5637","Daniel Fried","Carnegie Mellon University","2022","Natural Language Processing","University of Arizona","University of California, Berkeley"
"5638","Saining Xie","New York University","2023","Computer Vision","Shanghai Jiao Tong University","University of California, San Diego"
"5639","Ioannis Liagouris","Boston University","2022","Databases","National Technical University of Athens","National Technical University of Athens"
"5640","Bryan Plummer","Boston University","2020","Computer Vision","University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign"
"5641","Charalampos E. Tsourakakis","Boston University","2017","Algorithms & Complexity","National Technical University of Athens","Carnegie Mellon University"
"5642","Rishab Goyal","University of Wisconsin-Madison","2022","Computer Security","Indian Institute of Technology Delhi","University of Texas at Austin"
"5643","Kirthevasan Kandasamy","University of Wisconsin-Madison","2022","Machine Learning & Data Mining","University of Moratuwa","Carnegie Mellon University"
"5644","Caroline Trippel","Stanford University","2020","Computer Architecture","Purdue University","Princeton University"
"5645","Melisa Orta Martinez","Carnegie Mellon University","2020","Robotics","Tecnológico de Monterrey","Stanford University"
"5646","Yuan Hong","University of Connecticut","2022","Computer Security","Beijing Institute of Technology","Rutgers University"
"5647","Niv Dayan","University of Toronto","2023","Databases","University of Dundee","IT University of Copenhagen"
"5648","Mina Tahmasbi Arashloo","University of Waterloo","2022","Computer Networks","Sharif University of Technology","Princeton University"
"5649","Sanjiban Choudhury","Cornell University","2022","Robotics","Indian Institute of Technology Kharagpur","Carnegie Mellon University"
"5650","Jaehee Kim","Cornell University","2022","Comp. Bio & Bioinformatics","Columbia University","Stanford University"
"5651","Allison Koenecke","Cornell University","2022","Economics & Computation","Massachusetts Institute of Technology","Stanford University"
"5652","Ian Lundberg","Cornell University","2022","Human-Computer Interaction","Harvard University","Princeton University"
"5653","Nai-Hui Chia","Rice University","2022","Algorithms & Complexity","National Taiwan University","Pennsylvania State University"
"5654","Kuikui Liu","Massachusetts Institute of Technology","2022","Algorithms & Complexity","University of Washington","University of Washington"
"5655","Gabriele Farina","Massachusetts Institute of Technology","2023","Economics & Computation","Politecnico di Milano","Carnegie Mellon University"
"5656","Heng Yang","Harvard University","2023","Robotics","Tsinghua University","Massachusetts Institute of Technology"
"5657","Sitan Chen","Harvard University","2023","Algorithms & Complexity","Harvard University","Massachusetts Institute of Technology"
"5658","Tej Chajed","University of Wisconsin-Madison","2023","Operating Systems","University of Illinois at Urbana-Champaign","Massachusetts Institute of Technology"
"5659","Natasha Jaques","University of Washington","2024","Artificial Intelligence","University of Regina","Massachusetts Institute of Technology"
"5660","Andrés Monroy-Hernández","Princeton University","2021","Human-Computer Interaction","Monterrey Institute of Technology and Higher Education","Massachusetts Institute of Technology"
"5661","Jan van den Brand","Georgia Institute of Technology","2022","Algorithms & Complexity","Goethe University Frankfurt","Royal Institute of Technology"
"5662","Cecilia Testart","Georgia Institute of Technology","2022","Computer Networks","University of Chile","Massachusetts Institute of Technology"
"5663","Peng Chen","Georgia Institute of Technology","2022","High-Performance Computing","Xi'an Jiaotong University","École polytechnique fédérale de Lausanne"
"5665","Victor Fung","Georgia Institute of Technology","2022","High-Performance Computing","Cornell University","University of California, Riverside"
"5666","Sarah Brown","University of Rhode Island","2020","Machine Learning & Data Mining","Northeastern University","Northeastern University"
"5667","Noah M. Daniels","University of Rhode Island","2016","Algorithms & Complexity","Tufts University","Tufts University"
"5668","Lisa Cingiser DiPippo","University of Rhode Island","1998","Computer Security","Lafayette College","University of Rhode Island"
"5669","Victor Fay-Wolfe","University of Rhode Island","1991","Computer Networks","Tufts University","University of Pennsylvania"
"5670","Lutz Hamel","University of Rhode Island","2003","Programming Languages","University of Rhode Island","Oxford University"
"5671","Abdeltawab M. Hendawi","University of Rhode Island","2019","Databases","Cairo University","University of Minnesota"
"5672","Alane Suhr","University of California, Berkeley","2023","Natural Language Processing","Ohio State University","Cornell University"
"5673","Edmund A. Lamagna","University of Rhode Island","1976","Algorithms & Complexity","Brown University","Brown University"
"5675","Bolei Zhou","University of California, Los Angeles","2022","Computer Vision","Shanghai Jiao Tong University","Massachusetts Institute of Technology"
"5676","Marco Álvarez","University of Rhode Island","2015","Machine Learning & Data Mining","Universidade Federal de Mato Grosso do Sul","Utah State University"
"5678","Jean-Yves Hervé","University of Rhode Island","2000","Computer Vision","Ecole centrale de Lyon","University of Maryland"
"5679","Fei Wang","Cornell University","2016","Machine Learning & Data Mining","Xidian University","Tsinghua University"
"5680","Ellen Vitercik","Stanford University","2022","Algorithms & Complexity","Columbia University","Carnegie Mellon University"
"5681","Krishna Venkatasubramanian","University of Rhode Island","2019","Human-Computer Interaction","Webster University","Arizona State University"
"5682","Katie Cunningham","University of Illinois at Urbana-Champaign","2022","Human-Computer Interaction","University of Arizona","University of Michigan"
"5683","David Heath","University of Illinois at Urbana-Champaign","2022","Cryptography","Georgia Institute of Technology","Georgia Institute of Technology"
"5684","Daniel Kang","University of Illinois at Urbana-Champaign","2023","Machine Learning & Data Mining","Massachusetts Institute of Technology","Stanford University"
"5685","Hao Peng","University of Illinois at Urbana-Champaign","2023","Natural Language Processing","Peking University","University of Washington"
"5686","Makrand Sinha","University of Illinois at Urbana-Champaign","2023","Algorithms & Complexity","Indian Institute of Technology Kanpur","University of Washington"
"5690","Alberto Dainotti","Georgia Institute of Technology","2021","Computer Networks","","University of Naples Federico II"
"5691","Daniel Acuña","University of Colorado Boulder","2022","Artificial Intelligence","University of Santiago","University of Minnesota"
"5692","Yueqi Chen","University of Colorado Boulder","2022","Computer Security","Nanjing University","Pennsylvania State University"
"5693","Danna Gurari","University of Colorado Boulder","2021","Human-Computer Interaction","Washington University in St. Louis","Boston University"
"5694","Gowtham Kaki","University of Colorado Boulder","2020","Programming Languages","Amirkabir University of Technology","Purdue University"
"5696","Sitao Huang","University of California, Irvine","2021","Computer Architecture","Tsinghua University","University of Illinois at Urbana-Champaign"
"5698","Claire Monteleoni","University of Colorado Boulder","2018","Machine Learning & Data Mining","Harvard University","Massachusetts Institute of Technology"
"5699","Majid Zamani","University of Colorado Boulder","2019","Embedded & Real-Time Systems","Isfahan University of Technology","University of California, Los Angeles"
"5700","Josh Alman","Columbia University","2021","Algorithms & Complexity","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"5701","Rose Bohrer","Worcester Polytechnic Institute","2021","Programming Languages","Carnegie Mellon University","Carnegie Mellon University"
"5702","Kyumin Lee","Worcester Polytechnic Institute","2020","Natural Language Processing","Kyonggi University","Texas A&M University"
"5703","Yanhua Li","Worcester Polytechnic Institute","2015","Artificial Intelligence","Sichuan University","University of Minnesota - Twin Cities"
"5704","Xiaozhong Liu","Worcester Polytechnic Institute","2021","Natural Language Processing","","Syracuse University"
"5705","Fabricio Murai","Worcester Polytechnic Institute","2022","Machine Learning & Data Mining","Universidade Federal do Rio de Janeiro","University of Massachusetts Amherst"
"5706","Daniel Reichman","Worcester Polytechnic Institute","2019","Algorithms & Complexity","","Weizmann Institute of Science"
"5707","Charles Davis Roberts","Worcester Polytechnic Institute","2018","Human-Computer Interaction","James Madison University","University of California, Santa Barbara"
"5708","Robert Walls","Worcester Polytechnic Institute","2016","Computer Security","","University of Massachusetts Amherst"
"5709","Ali Yousefi","Worcester Polytechnic Institute","2019","Algorithms & Complexity","","Sharif University of Technology"
"5711","Chuang Gan","University of Massachusetts Amherst","2023","Robotics","Beihang University","Tsinghua University"
"5712","Hui Guan","University of Massachusetts Amherst","2020","Machine Learning & Data Mining","Zhejiang University","North Carolina State University"
"5713","Xubin He","Temple University","2002","Operating Systems","Huazhong University of Science and Technology","University of Rhode Island"
"5714","Min C. Shin","University of North Carolina at Charlotte","2001","Computer Vision","University of South Florida","University of South Florida"
"5715","Aidong Lu","University of North Carolina at Charlotte","2005","Visualization","Tsinghua University","Purdue University"
"5716","Bojan Cukic","University of North Carolina at Charlotte","2014","Software Engineering","University of Ljubljana","University of Houston"
"5717","Christian Kümmerle","University of North Carolina at Charlotte","2022","Machine Learning & Data Mining","Technical University of Munich","Technical University of Munich"
"5718","Dong Dai","University of North Carolina at Charlotte","2018","High-Performance Computing","University of Science and Technology of China","University of Science and Technology of China"
"5719","Erik Saule","University of North Carolina at Charlotte","2013","High-Performance Computing","UVSQ Université de Versailles Saint-Quentin-en-Yvelines","Grenoble Institute of Technology"
"5720","Gabriel Terejanu","University of North Carolina at Charlotte","2018","Machine Learning & Data Mining","Universitatea din Craiova","University at Buffalo"
"5721","Jing Yang","University of North Carolina at Charlotte","2005","Visualization","Tsinghua University","Worcester Polytechnic Institute"
"5722","Kalpathi Subramanian","University of North Carolina at Charlotte","1993","Visualization","University of Madras","University of Texas at Austin"
"5723","Liyue Fan","University of North Carolina at Charlotte","2019","Databases","Zhejiang University","Emory University"
"5724","Minwoo Lee","University of North Carolina at Charlotte","2017","Machine Learning & Data Mining","Korea Aerospace University","Colorado State University"
"5725","Pu Wang","University of North Carolina at Charlotte","2017","Computer Networks","Beijing Institute of Technology","Georgia Institute of Technology"
"5726","Razvan Bunescu","University of North Carolina at Charlotte","2020","Natural Language Processing","University POLITEHNICA of Bucharest","University of Texas at Austin"
"5727","Samira Shaikh","University of North Carolina at Charlotte","2016","Natural Language Processing","LD College of Engineering","State University of New York at Albany"
"5728","Siddharth Krishnan","University of North Carolina at Charlotte","2017","Machine Learning & Data Mining","Sri Sathya Sai Institute of Higher Learning","Virginia Tech"
"5729","Srijan Das","University of North Carolina at Charlotte","2022","Computer Vision","St. Thomas' College of Engineering & Technology","Université Côte d'Azur"
"5730","Srinivas Akella","University of North Carolina at Charlotte","2009","Robotics","Indian Institute of Technology Madras","Carnegie Mellon University"
"5731","Taghi Mostafavi","University of North Carolina at Charlotte","1986","Computer Architecture","Oklahoma State University","Oklahoma State University"
"5732","Tyler N. Allen","University of North Carolina at Charlotte","2022","High-Performance Computing","Western Carolina University","Clemson University"
"5733","Wenhao Luo","University of North Carolina at Charlotte","2021","Robotics","Central South University","Carnegie Mellon University"
"5734","Wenwen Dou","University of North Carolina at Charlotte","2012","Visualization","University of North Carolina at Charlotte","University of North Carolina at Charlotte"
"5735","Wlodek Zadrozny","University of North Carolina at Charlotte","2013","Natural Language Processing","Polish Academy of Sciences","Polish Academy of Sciences"
"5736","Xiang Zhang","University of North Carolina at Charlotte","2022","Machine Learning & Data Mining","University of New South Wales","University of New South Wales"
"5737","Yonghong Yan","University of North Carolina at Charlotte","2019","High-Performance Computing","Shandong University of Science and Technology","University of Houston"
"5738","Zachary Wartell","University of North Carolina at Charlotte","2004","Visualization","Georgia Institute of Technology","Georgia Institute of Technology"
"5739","Zbigniew W. Ras","University of North Carolina at Charlotte","1987","Artificial Intelligence","University of Warsaw","University of Warsaw"
"5740","Kent D. Boklan","Queen's University","","Cryptography","University of Michigan","University of Michigan"
"5756","Michael Rivera","University of Colorado Boulder","2023","Human-Computer Interaction","University of Pennsylvania","Carnegie Mellon University"
"5757","Max S. New","University of Michigan","2021","Programming Languages","Northwestern University","Northeastern University"
"5759","Georgia Gkioxari","California Institute of Technology","2023","Computer Vision","National Technical University of Athens","University of California, Berkeley"
"5760","Jennifer G. Kim","Georgia Institute of Technology","2022","Human-Computer Interaction","Soongsil University","University of Illinois at Urbana-Champaign"
"5761","Judith Uchidiuno","Georgia Institute of Technology","2023","Human-Computer Interaction","Lincoln University","Carnegie Mellon University"
"5762","Saman Zonouz","Georgia Institute of Technology","2022","Computer Security","Sharif University of Technology","University of Illinois at Urbana-Champaign"
"5763","Frank Li","Georgia Institute of Technology","2020","Computer Security","Massachusetts Institute of Technology","University of California, Berkeley"
"5764","Yuanzhi Li","Carnegie Mellon University","2019","Machine Learning & Data Mining","Tsinghua University","Princeton University"
"5766","Fraser Brown","Carnegie Mellon University","2022","Software Engineering","Stanford University","Stanford University"
"5767","Aayush Jain","Carnegie Mellon University","2022","Cryptography","","University of California, Los Angeles"
"5768","Jose Lugo-Martinez","Carnegie Mellon University","2022","Comp. Bio & Bioinformatics","University of Puerto Rico-Rio Piedras","Indiana University"
"5769","Josh Sunshine","Carnegie Mellon University","2022","Programming Languages","Brandeis University","Carnegie Mellon University"
"5770","Christina Harrington","Carnegie Mellon University","2021","Human-Computer Interaction","Virginia Polytechnic Institute & State University","Georgia Institute of Technology"
"5771","Patrick Park","Carnegie Mellon University","2021","Software Engineering","Yonsei University","Cornell University"
"5772","Motahhare Eslami","Carnegie Mellon University","2020","Human-Computer Interaction","Sharif University of Technology","University of Illinois at Urbana-Champaign"
"5773","Hoda Heidari","Carnegie Mellon University","2020","Artificial Intelligence","University of Pennsylvania","University of Pennsylvania"
"5774","Vincent Hellendoorn","Carnegie Mellon University","2020","Software Engineering","Delft University","University of California, Davis"
"5775","Alexandra Ion","Carnegie Mellon University","2020","Human-Computer Interaction","University of Applied Sciences Upper Austria","Hasso Plattner Institute, Germany"
"5776","David Lindlbauer","Carnegie Mellon University","2020","Human-Computer Interaction","University of Applied Sciences Upper Austria","Technische Universität Berlin"
"5777","Zac Manchester","Carnegie Mellon University","2020","Robotics","Cornell University","Cornell University"
"5778","Nikolas Martelaro","Carnegie Mellon University","2020","Human-Computer Interaction","Olin College of Engineering","Stanford University"
"5779","Dominik Moritz","Carnegie Mellon University","2020","Human-Computer Interaction","Hasso Platner Institute","University of Washington"
"5780","Rohan Padhye","Carnegie Mellon University","2020","Software Engineering","University of Mumbai","University of California, Berkeley"
"5781","Shinji Watanabe","Carnegie Mellon University","2020","Natural Language Processing","Waseda University","Waseda University"
"5782","Oana Carja","Carnegie Mellon University","2019","Comp. Bio & Bioinformatics","Cuza University","Stanford University"
"5783","Marijn Heule","Carnegie Mellon University","2019","High-Performance Computing","Delft University of Technology","Delft University of Technology"
"5786","Osbert Bastani","University of Pennsylvania","2022","Programming Languages","Harvard University","Stanford University"
"5787","Gushu Li","University of Pennsylvania","2023","Algorithms & Complexity","Tsinghua University","University of California, Santa Barbara"
"5788","Mingmin Zhao","University of Pennsylvania","2023","Mobile Computing","Peking University","Massachusetts Institute of Technology"
"5789","Chuchu Fan","Massachusetts Institute of Technology","2020","Robotics","Tsinghua University","University of Illinois at Urbana-Champaign"
"5790","Qian Zhang","University of California, Riverside","2022","Software Engineering","Northeast Normal University","The Chinese University of Hong Kong"
"5791","Niloufar Salehi","University of California, Berkeley","2018","Human-Computer Interaction","Sharif University of Technology","Stanford University"
"5792","Diego Gómez-Zará","University of Notre Dame","2022","Human-Computer Interaction","Pontificia Universidad Catolica de Chile","Northwestern University"
"5793","Souti Chattopadhyay","University of Southern California","2022","Human-Computer Interaction","","Oregon State University"
"5795","Dongkuan Xu","North Carolina State University","2022","Artificial Intelligence","Renmin University of China","Pennsylvania State University"
"5796","Ruqi Zhang","Purdue University","2022","Machine Learning & Data Mining","Renmin University of China","Cornell University"
"5797","Guang Wang","Florida State University","2022","Mobile Computing","Beijing Jiaotong University","Rutgers University"
"5798","Fan Xiong","Rutgers University","2022","Cryptography","Sichuan University","Cornell University"
"5799","Peng Zhang","Rutgers University","2021","Algorithms & Complexity","Zhejiang University","Georgia Institute of Technology"
"5800","Hao Wang","Rutgers University","2020","Machine Learning & Data Mining","Shanghai Jiao Tong University","Hong Kong University of Science and Technology"
"5801","Jonathan A. Kelner","Massachusetts Institute of Technology","2007","Algorithms & Complexity","Harvard University","Massachusetts Institute of Technology"
"5802","Depeng Xu","University of North Carolina at Charlotte","2022","Machine Learning & Data Mining","Tsinghua University","University of Arkansas Fayetteville"
"5803","Hao Zhang","University of California, San Diego","2023","Machine Learning & Data Mining","South China University of Technology","Carnegie Mellon University"
"5804","Yu Xiang","University of Texas at Dallas","2021","Computer Vision","Fudan University","University of Michigan"
"5805","Tianyi Chen","Rensselaer Polytechnic Institute","2019","Computer Networks","Fudan University","University of Minnesota"
"5806","Qiben Yan","Michigan State University","2019","Computer Security","Fudan University","Virginia Tech"
"5807","Xin Li","Carnegie Mellon University","2005","Embedded & Real-Time Systems","Fudan University","Carnegie Mellon University"
"5808","Yang Xu","Illinois Institute of Technology","2005","Computer Networks","Fudan University","Carnegie Mellon University"
"5809","Matthew Walter","Toyota Technological Institute at Chicago","2014","Robotics","University of Illinois at Urbana-Champaign","Massachusetts Institute of Technology"
"5810","Kyle C. Hale","Illinois Institute of Technology","2016","High-Performance Computing","University of Texas at Austin","Northwestern University"
"5811","Raymond A. Yeh","Purdue University","2022","Computer Vision","University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign"
"5812","Chelsea Finn","Stanford University","2019","Machine Learning & Data Mining","Massachusetts Institute of Technology","University of California, Berkeley"
"5813","Haibo Zeng","Virginia Tech","2014","Embedded & Real-Time Systems","Tsinghua University","University of California, Berkeley"
"5814","Binoy Ravindran","Virginia Tech","","Operating Systems","","University of Texas at Arlington"
"5815","Bryan C. Ward","Vanderbilt University","2022","Embedded & Real-Time Systems","Bucknell University","University of North Carolina at Chapel Hill"
"5816","Hamed Zamani","University of Massachusetts Amherst","2020","The Web & Information Retrieval","University of Tehran","University of Massachusetts Amherst"
"5817","Tom Williams","Colorado School of Mines","2017","Robotics","Hamilton College","Tufts University"
"5818","Estelle Smith","Colorado School of Mines","2022","Human-Computer Interaction","University of Minnesota","University of Colorado Boulder"
"5819","Gabe Fierro","Colorado School of Mines","2021","Databases","University of California, Berkeley","University of California, Berkeley"
"5820","Sumit Chopra","New York University","2021","Machine Learning & Data Mining","University of Delhi","New York University"
"5821","Albert Gu","Carnegie Mellon University","2023","Machine Learning & Data Mining","Carnegie Mellon University","Stanford University"
"5822","Patrick McClure","Naval Postgraduate School","2022","Computer Vision","University of Louisville","University of Cambridge"
"5824","Kurt Eiselt","University of California, Davis","2008","Human-Computer Interaction","",""
"5825","Isaac Kim","University of California, Davis","2022","High-Performance Computing","",""
"5826","Jiawei Zhang","University of California, Davis","2022","Artificial Intelligence","Nanjing University","University of Illinois at Chicago"
"5827","Joshua McCoy","University of California, Davis","2017","Artificial Intelligence","Earlham College","University of California, Santa Cruz"
"5828","Slobodan Mitrovic","University of California, Davis","2021","Algorithms & Complexity","","Swiss Federal Institute of Technology Lausanne"
"5829","Benjamin Ujcich","Georgetown University","2020","Computer Security","Clemson University","University of Illinois at Urbana-Champaign"
"5830","Sarah A. Bargal","Georgetown University","2022","Computer Vision","Kuwait University","Boston University"
"5831","Radha Venkatagiri","Georgetown University","2022","Computer Architecture","University of Madras","University of Illinois at Urbana-Champaign"
"5833","Alex Gittens","Rensselaer Polytechnic Institute","2017","Algorithms & Complexity","California Institute of Technology","California Institute of Technology"
"5834","Sasha Golovnev","Georgetown University","2020","Algorithms & Complexity","Belarusian State University","New York University"
"5835","Peter Hawrylak","University of Tulsa","2016","Computer Security","University of Pittsburgh","University of Pittsburgh"
"5836","Anna Fariha","University of Utah","2023","Databases","University of Dhaka","University of Massachusetts Amherst"
"5837","Roberto Yus","University of Maryland, Baltimore County","2021","Embedded & Real-Time Systems","University of Zaragoza","University of Zaragoza"
"5839","Justin Brooks","University of Maryland, Baltimore County","2012","Algorithms & Complexity","University of Maryland, Baltimore County","Washington University in St. Louis"
"5840","Tulay Adali","University of Maryland, Baltimore County","1992","Machine Learning & Data Mining","Middle East Technical University",""
"5841","Dianne Foreback","Case Western Reserve University","2022","Computer Networks","Youngstown State University","Kent State University"
"5844","M. Hadi Amini","Florida International University","2019","Machine Learning & Data Mining","Sharif University of Technology","Carnegie Mellon University"
"5846","Gabriel Parmer","George Washington University","2009","Software Engineering","Boston University","Boston University"
"5848","Peng Wei","Arizona State University","2020","Artificial Intelligence","Tsinghua University","Purdue University"
"5849","Hyeong-Ah Choi","George Washington University","1986","Computer Security","Seoul National University","Northwestern University"
"5851","Sibin Mohan","George Washington University","2022","Computer Security","Bangalore University","North Carolina State University"
"5852","Chung Hyuk Park","George Washington University","2020","Human-Computer Interaction","Seoul National University",""
"5853","Garreth W. Tigwell","Rochester Institute of Technology","2019","Human-Computer Interaction","University of Dundee","University of Dundee"
"5854","Danielle Szafir","University of North Carolina at Chapel Hill","2021","Visualization","University of Washington","University of Wisconsin-Madison"
"5855","Birhanu Eshete","University of Michigan","2018","Computer Security","Addis Ababa University","University of Trento"
"5856","Roshan Peiris","Rochester Institute of Technology","2019","Human-Computer Interaction","University of Moratuwa","National University of Singapore"
"5857","Yalong Yang","Georgia Institute of Technology","2023","Human-Computer Interaction","Tianjin University","Monash University"
"5858","Feng Yan","University of Houston","2016","Machine Learning & Data Mining","Northeastern University","College of William and Mary"
"5861","Aakash Gautam","University of Pittsburgh","2023","Human-Computer Interaction","National Institute of Technology, Allahabad","Virginia Tech"
"5862","Dominik Kempa","Stony Brook University","2021","Algorithms & Complexity","Jagiellonian University","University of Helsinki"
"5867","Sara Rampazzi","University of Florida","2020","Computer Security","University of Pavia","University of Pavia"
"5868","Kristy Elizabeth Boyer","University of Florida","2021","Human-Computer Interaction","Valdosta State University","North Carolina State University"
"5869","Mohamed Almekkawy","Pennsylvania State University","2014","Software Engineering","Cairo University","University of Minnesota"
"5870","Juan Flores","University of Oregon","1997","Artificial Intelligence","University of Michoacan","University of Oregon"
"5873","Ram Durairajan","University of Oregon","2017","Computer Networks","College of Engineering, Guindy","University of Wisconsin-Madison"
"5874","Rahmat Beheshti","University of Delaware","2018","Machine Learning & Data Mining","Kharazmi University","University of Central Florida"
"5875","John Aromando","University of Delaware","2022","Natural Language Processing","Quinnipiac University","Virginia Tech"
"5876","Matthew Mauriello","University of Delaware","2021","Human-Computer Interaction","State University of New York at Albany","University of Maryland"
"5877","Sharon Watson","University of Delaware","2015","Measurement & Perf. Analysis","Duke University","Yale University"
"5878","Ming Li","Arizona State University","2015","Computer Networks","Beihang University","Worcester Polytechnic Institute"
"5879","Lei Cao","University of Arizona","2022","Artificial Intelligence","Worcester Polytechnic Institute","Worcester Polytechnic Institute"
"5880","Sazzadur Rahaman","University of Arizona","2020","Computer Security","Bangladesh University of Engineering and Technology","Virginia Tech"
"5881","Yasemin Acar","George Washington University","2023","Computer Security","Leibniz University Hannover","Phillips University Marburg"
"5883","Bhagirath Narahari","George Washington University","1987","Embedded & Real-Time Systems","Birla Institute of Technology and Science","University of Pennsylvania"
"5886","Zhao Han","University of South Florida","2023","Robotics","University of Manitoba","University of Massachusetts Lowell"
"5887","Zaoxing (Alan) Liu","University of Maryland","2023","Computer Networks","Southeast University (China)","Johns Hopkins University"
"5888","Ali Anwar","University of Minnesota","2022","High-Performance Computing","University of Engineering and Technology","Virginia Tech"
"5889","Shion Guha","University of Toronto","2021","Human-Computer Interaction","Jadavpur University","Cornell University"
"5891","Yuan Tian","University of California, Los Angeles","2022","Computer Security","Beijing University of Posts and Telecommunications","Carnegie Mellon University"
"5892","Xin Eric Wang","University of California, Santa Cruz","2020","Artificial Intelligence","Zhejiang University","University of California, Santa Barbara"
"5893","Nam Sung Kim","University of Illinois at Urbana-Champaign","2015","Computer Architecture","KAIST","University of Michigan"
"5894","David W. McDonald","University of Washington","2002","Human-Computer Interaction","University of California, Los Angeles","University of California, Irvine"
"5895","Ziang Xiao","Johns Hopkins University","2023","Human-Computer Interaction","University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign"
"5896","Tess Smidt","Massachusetts Institute of Technology","2021","Artificial Intelligence","Massachusetts Institute of Technology","University of California, Berkeley"
"5898","Chang Lou","University of Virginia","2023","Operating Systems","Shanghai Jiao Tong University","Johns Hopkins University"
"5899","Jason M. O'Kane","Texas A&M University","2023","Robotics","Taylor University","University of Illinois at Urbana-Champaign"
"5902","Chris Donahue","Carnegie Mellon University","2023","Machine Learning & Data Mining","University of Texas at Austin","University of California, San Diego"
"5903","Saugata Ghose","University of Illinois at Urbana-Champaign","2021","Computer Architecture","Binghamton University","Cornell University"
"5904","Peipei Zhou","University of Pittsburgh","2021","Computer Architecture","Southeast University","University of California, Los Angeles"
"5905","Udit Gupta","Cornell University","2023","Computer Architecture","Cornell University","Harvard University"
"5906","Dennis Hood","Illinois Institute of Technology","1999","Software Engineering","Rensselaer Polytechnic Institute","Stevens Institute of Technology"
"5907","Shlomo Argamon","Illinois Institute of Technology","2002","Natural Language Processing","Carnegie Mellon University","Yale University"
"5908","Ola Tannous","Illinois Institute of Technology","2012","Embedded & Real-Time Systems","Lebanese University","University of Massachusetts Dartmouth"
"5909","Mustafa Bilgic","Illinois Institute of Technology","2010","Artificial Intelligence","University of Texas at Austin","University of Maryland"
"5910","Nik Sultana","Illinois Institute of Technology","2021","Computer Networks","University of Malta","University of Cambridge"
"5911","Longin Jan Latecki","Temple University","2008","Computer Vision","University of Hamburg","University of Hamburg"
"5912","Paul Lafollette","Temple University","1982","Computer Networks","Duke University","Temple University"
"5914","John Licato","University of South Florida","2017","Artificial Intelligence","University of South Alabama","Rensselaer Polytechnic Institute"
"5915","Marvin Andujar","University of South Florida","2017","Artificial Intelligence","Kean University","University of Florida"
"5916","Shaun Canavan","University of South Florida","2019","Artificial Intelligence","Youngstown State University","Binghamton University"
"5917","James Anderson","University of South Florida","2019","Programming Languages","Washington University in St. Louis","Florida Atlantic University"
"5918","sriram chellappan","University of South Florida","2015","Computer Security","University of Madras","Ohio State University"
"5921","Julia Woodward","University of South Florida","2022","Human-Computer Interaction","University of Florida","University of Florida"
